Chr Pos BRG1 BRG2 BRG3 BRG4 BRG5 BRM1 BRM2 BRM3 BRM4 BRM5 BRM6 BRM7 BRM8 BRM9 BRM10 CHCA1 CHCA2 CHCA3 CHCA4 CHCA5 CHCA6 CHCA7 CHCA8 CHCA9 CHCA10 CHCA11 CHCA12 CHCA13 CHCA14 CHCA15 CHCU1 CHCU2 CHCU3 CHCU4 CHCU5 CHCU6 CHCU7 CHCU8 CHCU9 CHCU10 CHCU11 CHCU12 CHFR1 CHFR2 CHFR3 CHFR4 CHFR5 CHFR6 CHFR7 CHFR8 CHFR9 CHFR10 CHFR11 CHFR12 CHFR3.1 CHFR14 CHFR15 TXL1 TXL2 TXL3 TXL4
25 251074 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 9 9 1 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 9 0 0 0 0 0 0 0 1 0 0 0 0 0
25 251383 1 0 1 0 0 1 9 2 1 2 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 251398 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 251465 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 0 0 0 9 0 0 0 0 9 0 0 9 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 251544 1 0 1 0 0 1 1 2 1 2 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 9 0 0 0 9 0 9 0 0 0 0 1 1 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 251719 0 9 0 0 0 1 9 0 0 0 0 0 0 1 9 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 1 9 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 251920 0 0 0 0 0 1 1 9 0 0 0 0 1 1 9 0 0 0 0 0 9 0 0 0 0 9 0 0 0 9 0 0 0 0 0 0 0 0 1 0 0 0 0 9 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 252005 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 252099 0 0 1 0 0 1 1 2 1 9 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 252189 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 255144 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 255190 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 255289 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 9 9 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0
25 255322 1 0 1 0 0 2 2 2 1 2 0 1 9 2 2 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 255681 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 9 0 0 0 9 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
25 255697 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 9 0 0 0 0 0 0 9 0 0 0 0 0
25 256140 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 9 0
25 257011 1 0 1 0 0 1 1 2 1 2 0 1 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 9 1 1 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 257132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 9 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0
25 257266 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 9 9 0 0 0 0 9 0 0 0 0 0 0 0 9 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 257288 0 0 9 0 0 0 9 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 9 0 0 9 1 0 0 0 9 9 0 0 0 0 0 0 0 9 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 257304 0 0 9 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 9 0 0 9 1 0 0 0 9 9 0 0 0 0 0 0 0 9 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 258275 0 0 0 0 1 0 0 0 0 0 0 0 0 0 9 1 0 0 0 0 0 0 0 1 9 0 0 0 9 0 0 0 0 0 0 9 0 0 0 0 0 0 0 9 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 258371 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 9 9 0 0 0 0 0 0 0 0 0 0 9 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 258734 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 9 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 9 0
25 258748 0 0 0 0 0 1 1 0 0 0 0 0 1 1 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 1 0 0 0 0 9 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 9 0
25 258752 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 9 0
25 259119 0 0 0 9 1 9 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 9 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 259536 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 9 0 1 0 1 0 1 1 1 0 0 0 1 0 0 1 0 0 1 0 9 1 0 0 1 9 0 0 0 0 0 0 0 0 0 0 0 0
25 259736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0
25 259988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 1 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 260047 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 9 0 9 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0
25 261864 1 0 1 0 0 1 1 2 1 2 0 1 0 1 1 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 262030 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 9 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 262220 0 0 0 0 0 1 9 1 0 9 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 9 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
25 262761 0 0 0 0 0 1 1 9 9 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 9 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 266533 0 0 1 0 0 1 0 2 1 2 0 1 0 9 1 0 0 0 0 0 0 0 0 0 9 9 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 9 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 268025 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 268291 0 0 0 0 1 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 9 0 0 9 0 0 0 0 0 0 0 0 0 9 0 0 0 9 0 0 0 0 9 0 0 0 0 0 0 9 0 0 0 0 0
25 268323 2 1 2 2 1 2 2 2 2 2 1 2 1 2 2 1 1 2 0 0 1 1 1 2 9 2 0 9 1 2 1 1 1 1 0 2 1 1 2 0 0 2 2 9 2 1 0 1 0 1 0 0 1 2 0 2 1 1 1 2 1
25 268366 1 0 1 0 0 1 1 2 1 2 0 1 0 1 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 268517 0 0 0 0 0 0 0 0 0 0 9 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 9 0 0 0 0 0
25 268521 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
25 268529 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 9 9 0 1 0 0 0 0 0 0 0 0 0 1 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 269294 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 9 9 0 9 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 9 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 269462 1 0 0 0 0 2 2 2 2 2 1 2 1 2 9 0 1 0 0 0 0 1 0 0 9 0 0 0 0 2 1 1 1 0 0 2 1 9 2 0 0 1 0 1 2 1 0 1 0 1 0 0 1 0 0 1 1 9 0 1 0
25 269535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 269989 0 0 0 0 0 1 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 9 0 0 9 9 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 9 0 0
25 270519 0 0 0 0 0 0 0 0 0 9 0 0 1 0 0 0 0 0 0 0 0 0 0 9 9 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 9 0 0 9 0
25 270667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 9 0 0 0 0 1 1 0 9 0 9 0 0 1 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 1 0 9 0 0 2 0 0 0 0 0 0 0 0 0
25 271516 1 0 1 0 0 2 2 9 1 2 0 1 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0
25 271838 0 0 0 0 0 9 0 0 0 0 0 0 0 0 1 0 9 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 271849 2 1 2 2 9 9 2 2 2 2 1 2 1 2 2 1 9 2 0 0 1 1 1 2 1 2 0 1 1 2 1 1 1 1 0 2 1 1 2 1 0 2 9 1 2 1 0 1 0 1 0 0 1 2 0 2 1 1 1 2 1
25 271863 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 1 0 0 9 1 0 1 0 1 1 1 0 0 0 1 0 0 9 0 0 1 9 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
25 271936 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 9 0 0 0 0 0 0 1 9 0 0 0 0
25 272407 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 272585 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 9 9 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 9 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 272599 1 0 1 0 0 2 2 9 1 2 0 1 1 2 2 0 0 0 0 0 0 0 0 0 9 9 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 9 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 272767 1 0 1 0 0 2 2 2 1 2 0 1 1 2 1 0 0 0 0 0 0 0 0 9 9 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 9 0
25 272849 0 0 0 0 9 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 272915 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 1 1 0
25 273111 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 9 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 1
25 273509 1 0 1 0 0 1 9 2 1 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0
25 273926 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 9 0 0 9 0 0 9 0 0 0 0 0 0 0 0 0 9 0 1 0 0 0 0 9 9 0 0 0 0 0 0 0 0 0 0 9 0 0
25 274305 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 9 0 1 9 9 0 0 0 1 9 0 0 0 0 0 0 0 2 9 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 9 1
25 274893 1 1 9 2 1 9 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 2 1 0 0 9 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 9 0 0 0 0 0 2 0 0 0 0 9 1 0
25 275108 1 0 0 0 0 1 1 2 1 2 0 1 0 1 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 275181 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
25 275277 1 0 1 0 9 9 2 2 1 2 0 1 1 2 2 0 0 0 0 0 0 0 0 9 0 0 0 0 0 9 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 9 9 0 0 0 0 0 0 0 0 0 0 9 0
25 275284 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 9 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 1 0 1 0 9 0 0 0 9 9 0 0 0 0 0 0 0 0 0 0 9 0
25 275344 1 0 1 0 0 2 2 2 1 2 0 1 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 275410 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 9 9 0 0 0 0 0 0 0 0 0 0 0 9
25 275724 2 1 2 2 1 2 2 2 2 2 1 2 1 2 2 1 1 2 0 0 1 9 1 2 1 2 0 9 0 9 1 1 1 1 0 9 1 1 2 1 0 2 2 9 2 1 0 9 9 1 0 0 1 2 0 2 1 1 0 2 1
25 275731 1 0 1 0 0 2 2 2 0 2 0 1 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 9 0 0
25 275825 1 0 1 0 0 2 2 2 1 2 0 1 1 2 2 0 0 0 0 0 0 0 0 9 9 0 0 9 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 9 0 9 0 0 0 0 0 0 0 0 9 0
25 276051 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 276061 1 0 1 0 0 2 2 2 1 1 0 1 1 2 2 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 276102 1 0 1 0 0 2 2 2 1 1 0 1 1 2 2 0 0 0 0 0 0 0 0 0 9 9 0 9 0 0 0 0 0 0 0 0 9 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 276115 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 9 9 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
25 276134 1 0 1 0 0 2 2 2 1 1 0 1 1 2 2 0 0 0 0 0 0 0 0 0 9 9 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 276166 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 9 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 276280 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 1 0 9 9 0 0 1 0 1 0 0 0 0 0 1 0 0 0 9 0 0 9 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
25 276483 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 9 0 0 1 0 9 0 0 1 0 9 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 9 0 0 0 0 2 0 0 0 0 0 1 1
25 276527 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 276547 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
25 276569 1 0 1 0 0 2 2 2 1 2 0 1 0 2 9 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 1 1 1 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 276656 1 0 1 0 0 9 2 1 1 2 9 1 0 2 1 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 1 1 1 9 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0
25 276891 0 0 1 0 0 2 2 2 9 2 0 1 0 2 2 0 0 0 0 0 0 0 0 0 0 9 0 0 0 9 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 276963 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 9 9 0 9 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 277022 0 0 0 9 0 1 1 2 1 2 0 1 0 1 1 0 0 0 0 0 0 0 0 0 9 9 0 0 0 0 0 0 0 0 0 0 1 9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 277038 1 0 1 9 0 1 1 2 1 2 0 1 0 1 2 0 0 0 0 0 0 0 0 0 9 9 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 277053 1 0 1 0 0 1 1 2 1 2 0 1 0 0 2 0 0 0 0 0 0 0 0 0 9 9 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 277316 0 0 1 0 0 2 9 2 1 2 9 1 1 1 2 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0
25 277461 0 0 0 0 1 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0
25 277792 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 9 0 1 0 0 1 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 9 0
25 277833 1 0 1 0 0 0 1 2 1 2 0 1 0 1 2 0 0 0 0 0 0 0 0 9 9 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 277995 1 0 1 0 0 0 1 2 1 2 0 1 0 1 9 0 0 0 0 0 0 0 0 0 9 0 9 0 0 9 0 0 0 0 9 0 1 1 1 0 0 0 0 9 0 0 0 0 9 0 0 0 0 0 0 0 0 0 9 0 0
25 278009 1 0 1 0 0 0 1 2 1 2 0 1 0 1 9 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 9 0 1 1 1 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 9 0 0
25 278028 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 9 1 0 0 0 0 0 0 9 0 0 0 0 1 0 1 2 9 0 0 0 0 9 0 0 0 0 2 0 0 0 1 0 1 0
25 278055 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 9 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 278064 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 278124 1 0 1 0 0 2 2 2 1 2 0 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 1 1 1 0 0 0 0 9 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 278569 0 0 0 0 1 0 0 0 0 0 1 0 0 9 9 0 0 0 0 0 1 0 0 0 9 9 0 0 0 9 0 9 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 1 0 9 0 0 0
25 278587 1 0 1 0 0 0 1 2 1 2 0 1 0 9 1 0 0 0 0 0 0 0 0 0 9 0 0 0 0 9 0 0 0 0 9 0 1 1 1 0 0 0 0 0 0 0 9 0 9 0 0 0 0 0 0 0 0 0 0 0 0
25 278690 0 0 1 0 0 0 0 0 0 0 0 0 0 9 9 0 0 0 0 0 0 0 0 0 9 9 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 278721 0 0 0 9 0 0 0 0 0 0 0 1 0 9 9 0 0 0 0 0 0 0 0 0 9 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 279329 0 0 0 0 0 0 0 0 0 0 0 9 9 0 0 1 0 0 0 0 0 0 0 0 0 0 9 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
